"原始序號","項目","組別","名次","獲獎者","座位區域","座位編號","全名","座位全名"
519,"寫字","社會組",2,,"H",26,"寫字（社會組）第2名","H區（4排2號）"
520,"寫字","社會組",3,,"H",27,"寫字（社會組）第3名","H區（4排3號）"
521,"寫字","社會組",4,,"H",28,"寫字（社會組）第4名","H區（4排4號）"
522,"寫字","社會組",5,,"H",29,"寫字（社會組）第5名","H區（4排5號）"
523,"寫字","社會組",6,,"H",30,"寫字（社會組）第6名","H區（4排6號）"
524,"寫字","教大組",1,,"H",31,"寫字（教大組）第1名","H區（4排7號）"
525,"寫字","教大組",2,,"H",32,"寫字（教大組）第2名","H區（4排8號）"
526,"寫字","教大組",3,,"H",33,"寫字（教大組）第3名","H區（5排1號）"
527,"寫字","教大組",4,,"H",34,"寫字（教大組）第4名","H區（5排2號）"
528,"寫字","教大組",5,,"H",35,"寫字（教大組）第5名","H區（5排3號）"
529,"寫字","教大組",6,,"H",36,"寫字（教大組）第6名","H區（5排4號）"
530,"國語字音字形","國小學生組",1,,"H",37,"國語字音字形（國小學生組）第1名","H區（6排1號）"
531,"國語字音字形","國小學生組",2,,"H",38,"國語字音字形（國小學生組）第2名","H區（6排2號）"
532,"國語字音字形","國小學生組",3,,"H",39,"國語字音字形（國小學生組）第3名","H區（6排3號）"
533,"國語字音字形","國小學生組",4,,"H",40,"國語字音字形（國小學生組）第4名","H區（6排4號）"
534,"國語字音字形","國小學生組",5,,"H",41,"國語字音字形（國小學生組）第5名","H區（6排5號）"
535,"國語字音字形","國小學生組",6,,"H",42,"國語字音字形（國小學生組）第6名","H區（6排6號）"
536,"國語字音字形","國中學生組",1,,"H",43,"國語字音字形（國中學生組）第1名","H區（6排7號）"
537,"國語字音字形","國中學生組",2,,"H",44,"國語字音字形（國中學生組）第2名","H區（6排8號）"
538,"國語字音字形","國中學生組",3,,"H",45,"國語字音字形（國中學生組）第3名","H區（7排1號）"
539,"國語字音字形","國中學生組",4,,"H",46,"國語字音字形（國中學生組）第4名","H區（7排2號）"
540,"國語字音字形","國中學生組",5,,"H",47,"國語字音字形（國中學生組）第5名","H區（7排3號）"
541,"國語字音字形","國中學生組",6,,"H",48,"國語字音字形（國中學生組）第6名","H區（7排4號）"
542,"國語字音字形","高中學生組",1,,"H",49,"國語字音字形（高中學生組）第1名","H區（7排5號）"
543,"國語字音字形","高中學生組",2,,"H",50,"國語字音字形（高中學生組）第2名","H區（7排6號）"
544,"國語字音字形","高中學生組",3,,"H",51,"國語字音字形（高中學生組）第3名","H區（7排7號）"
545,"國語字音字形","高中學生組",4,,"H",52,"國語字音字形（高中學生組）第4名","H區（7排8號）"
546,"國語字音字形","高中學生組",5,,"H",53,"國語字音字形（高中學生組）第5名","H區（8排1號）"
547,"國語字音字形","高中學生組",6,,"H",54,"國語字音字形（高中學生組）第6名","H區（8排2號）"
548,"國語字音字形","教師組",1,,"H",55,"國語字音字形（教師組）第1名","H區（8排3號）"
549,"國語字音字形","教師組",2,,"H",56,"國語字音字形（教師組）第2名","H區（8排4號）"
550,"國語字音字形","教師組",3,,"H",57,"國語字音字形（教師組）第3名","H區（8排5號）"
551,"國語字音字形","教師組",4,,"H",58,"國語字音字形（教師組）第4名","H區（8排6號）"
552,"國語字音字形","教師組",5,,"H",59,"國語字音字形（教師組）第5名","H區（8排7號）"
553,"國語字音字形","教師組",6,,"H",60,"國語字音字形（教師組）第6名","H區（8排8號）"
554,"國語字音字形","社會組",1,,"H",61,"國語字音字形（社會組）第1名","H區（9排1號）"
555,"國語字音字形","社會組",2,,"H",62,"國語字音字形（社會組）第2名","H區（9排2號）"
556,"國語字音字形","社會組",3,,"H",63,"國語字音字形（社會組）第3名","H區（9排3號）"
557,"國語字音字形","社會組",4,,"H",64,"國語字音字形（社會組）第4名","H區（9排4號）"
558,"國語字音字形","社會組",5,,"H",65,"國語字音字形（社會組）第5名","H區（9排5號）"
559,"國語字音字形","社會組",6,,"H",66,"國語字音字形（社會組）第6名","H區（9排6號）"
560,"國語字音字形","教大組",1,,"H",67,"國語字音字形（教大組）第1名","H區（9排7號）"
561,"國語字音字形","教大組",2,,"H",68,"國語字音字形（教大組）第2名","H區（9排8號）"
562,"國語字音字形","教大組",3,,"H",69,"國語字音字形（教大組）第3名","H區（10排1號）"
563,"國語字音字形","教大組",4,,"H",70,"國語字音字形（教大組）第4名","H區（10排2號）"
564,"國語字音字形","教大組",5,,"H",71,"國語字音字形（教大組）第5名","H區（10排3號）"
565,"國語字音字形","教大組",6,,"H",72,"國語字音字形（教大組）第6名","H區（10排4號）"
566,"閩南語字音字形","國小學生組",1,,"I",1,"閩南語字音字形（國小學生組）第1名","I區（1排1號）"
567,"閩南語字音字形","國小學生組",2,,"I",2,"閩南語字音字形（國小學生組）第2名","I區（1排2號）"
568,"閩南語字音字形","國小學生組",3,,"I",3,"閩南語字音字形（國小學生組）第3名","I區（1排3號）"
569,"閩南語字音字形","國小學生組",4,,"I",4,"閩南語字音字形（國小學生組）第4名","I區（1排4號）"
570,"閩南語字音字形","國小學生組",5,,"I",5,"閩南語字音字形（國小學生組）第5名","I區（1排5號）"
571,"閩南語字音字形","國小學生組",6,,"I",6,"閩南語字音字形（國小學生組）第6名","I區（1排6號）"
572,"閩南語字音字形","國中學生組",1,,"I",7,"閩南語字音字形（國中學生組）第1名","I區（1排7號）"
573,"閩南語字音字形","國中學生組",2,,"I",8,"閩南語字音字形（國中學生組）第2名","I區（1排8號）"
574,"閩南語字音字形","國中學生組",3,,"I",9,"閩南語字音字形（國中學生組）第3名","I區（2排1號）"
575,"閩南語字音字形","國中學生組",4,,"I",10,"閩南語字音字形（國中學生組）第4名","I區（2排2號）"
576,"閩南語字音字形","國中學生組",5,,"I",11,"閩南語字音字形（國中學生組）第5名","I區（2排3號）"
577,"閩南語字音字形","國中學生組",6,,"I",12,"閩南語字音字形（國中學生組）第6名","I區（2排4號）"
578,"閩南語字音字形","高中學生組",1,,"I",13,"閩南語字音字形（高中學生組）第1名","I區（2排5號）"
579,"閩南語字音字形","高中學生組",2,,"I",14,"閩南語字音字形（高中學生組）第2名","I區（2排6號）"
580,"閩南語字音字形","高中學生組",3,,"I",15,"閩南語字音字形（高中學生組）第3名","I區（2排7號）"
581,"閩南語字音字形","高中學生組",4,,"I",16,"閩南語字音字形（高中學生組）第4名","I區（2排8號）"
582,"閩南語字音字形","高中學生組",5,,"I",17,"閩南語字音字形（高中學生組）第5名","I區（3排1號）"
583,"閩南語字音字形","高中學生組",6,,"I",18,"閩南語字音字形（高中學生組）第6名","I區（3排2號）"
584,"閩南語字音字形","教師組",1,,"I",19,"閩南語字音字形（教師組）第1名","I區（3排3號）"
585,"閩南語字音字形","教師組",2,,"I",20,"閩南語字音字形（教師組）第2名","I區（3排4號）"
586,"閩南語字音字形","教師組",3,,"I",21,"閩南語字音字形（教師組）第3名","I區（3排5號）"
587,"閩南語字音字形","教師組",4,,"I",22,"閩南語字音字形（教師組）第4名","I區（3排6號）"
588,"閩南語字音字形","教師組",5,,"I",23,"閩南語字音字形（教師組）第5名","I區（3排7號）"
589,"閩南語字音字形","教師組",6,,"I",24,"閩南語字音字形（教師組）第6名","I區（3排8號）"
590,"閩南語字音字形","社會組",1,,"I",25,"閩南語字音字形（社會組）第1名","I區（4排1號）"
591,"閩南語字音字形","社會組",2,,"I",26,"閩南語字音字形（社會組）第2名","I區（4排2號）"
592,"閩南語字音字形","社會組",3,,"I",27,"閩南語字音字形（社會組）第3名","I區（4排3號）"
593,"閩南語字音字形","社會組",4,,"I",28,"閩南語字音字形（社會組）第4名","I區（4排4號）"
594,"閩南語字音字形","社會組",5,,"I",29,"閩南語字音字形（社會組）第5名","I區（4排5號）"
595,"閩南語字音字形","社會組",6,,"I",30,"閩南語字音字形（社會組）第6名","I區（4排6號）"
596,"閩南語字音字形","教大組",1,,"I",31,"閩南語字音字形（教大組）第1名","I區（4排7號）"
597,"閩南語字音字形","教大組",2,,"I",32,"閩南語字音字形（教大組）第2名","I區（4排8號）"
598,"閩南語字音字形","教大組",3,,"I",33,"閩南語字音字形（教大組）第3名","I區（5排1號）"
599,"閩南語字音字形","教大組",4,,"I",34,"閩南語字音字形（教大組）第4名","I區（5排2號）"
600,"閩南語字音字形","教大組",5,,"I",35,"閩南語字音字形（教大組）第5名","I區（5排3號）"
601,"閩南語字音字形","教大組",6,,"I",36,"閩南語字音字形（教大組）第6名","I區（5排4號）"
602,"客家語字音字形","國小學生組",1,,"I",37,"客家語字音字形（國小學生組）第1名","I區（6排1號）"
603,"客家語字音字形","國小學生組",2,,"I",38,"客家語字音字形（國小學生組）第2名","I區（6排2號）"
604,"客家語字音字形","國小學生組",3,,"I",39,"客家語字音字形（國小學生組）第3名","I區（6排3號）"
605,"客家語字音字形","國小學生組",4,,"I",40,"客家語字音字形（國小學生組）第4名","I區（6排4號）"
606,"客家語字音字形","國小學生組",5,,"I",41,"客家語字音字形（國小學生組）第5名","I區（6排5號）"
607,"客家語字音字形","國小學生組",6,,"I",42,"客家語字音字形（國小學生組）第6名","I區（6排6號）"
608,"客家語字音字形","國中學生組",1,,"I",43,"客家語字音字形（國中學生組）第1名","I區（6排7號）"
609,"客家語字音字形","國中學生組",2,,"I",44,"客家語字音字形（國中學生組）第2名","I區（6排8號）"
610,"客家語字音字形","國中學生組",3,,"I",45,"客家語字音字形（國中學生組）第3名","I區（7排1號）"
611,"客家語字音字形","國中學生組",4,,"I",46,"客家語字音字形（國中學生組）第4名","I區（7排2號）"
612,"客家語字音字形","國中學生組",5,,"I",47,"客家語字音字形（國中學生組）第5名","I區（7排3號）"
613,"客家語字音字形","國中學生組",6,,"I",48,"客家語字音字形（國中學生組）第6名","I區（7排4號）"
614,"客家語字音字形","高中學生組",1,,"I",49,"客家語字音字形（高中學生組）第1名","I區（7排5號）"
615,"客家語字音字形","高中學生組",2,,"I",50,"客家語字音字形（高中學生組）第2名","I區（7排6號）"
616,"客家語字音字形","高中學生組",3,,"I",51,"客家語字音字形（高中學生組）第3名","I區（7排7號）"
617,"客家語字音字形","高中學生組",4,,"I",52,"客家語字音字形（高中學生組）第4名","I區（7排8號）"
618,"客家語字音字形","高中學生組",5,,"I",53,"客家語字音字形（高中學生組）第5名","I區（8排1號）"
619,"客家語字音字形","高中學生組",6,,"I",54,"客家語字音字形（高中學生組）第6名","I區（8排2號）"
620,"客家語字音字形","教師組",1,,"I",55,"客家語字音字形（教師組）第1名","I區（8排3號）"
621,"客家語字音字形","教師組",2,,"I",56,"客家語字音字形（教師組）第2名","I區（8排4號）"
622,"客家語字音字形","教師組",3,,"I",57,"客家語字音字形（教師組）第3名","I區（8排5號）"
623,"客家語字音字形","教師組",4,,"I",58,"客家語字音字形（教師組）第4名","I區（8排6號）"
624,"客家語字音字形","教師組",5,,"I",59,"客家語字音字形（教師組）第5名","I區（8排7號）"
625,"客家語字音字形","教師組",6,,"I",60,"客家語字音字形（教師組）第6名","I區（8排8號）"
626,"客家語字音字形","社會組",1,,"I",61,"客家語字音字形（社會組）第1名","I區（9排1號）"
627,"客家語字音字形","社會組",2,,"I",62,"客家語字音字形（社會組）第2名","I區（9排2號）"
628,"客家語字音字形","社會組",3,,"I",63,"客家語字音字形（社會組）第3名","I區（9排3號）"
629,"客家語字音字形","社會組",4,,"I",64,"客家語字音字形（社會組）第4名","I區（9排4號）"
630,"客家語字音字形","社會組",5,,"I",65,"客家語字音字形（社會組）第5名","I區（9排5號）"
631,"客家語字音字形","社會組",6,,"I",66,"客家語字音字形（社會組）第6名","I區（9排6號）"
632,"客家語字音字形","教大組",1,,"I",67,"客家語字音字形（教大組）第1名","I區（9排7號）"
633,"客家語字音字形","教大組",2,,"I",68,"客家語字音字形（教大組）第2名","I區（9排8號）"
634,"客家語字音字形","教大組",3,,"I",69,"客家語字音字形（教大組）第3名","I區（10排1號）"
635,"客家語字音字形","教大組",4,,"I",70,"客家語字音字形（教大組）第4名","I區（10排2號）"
636,"客家語字音字形","教大組",5,,"I",71,"客家語字音字形（教大組）第5名","I區（10排3號）"
